time(s),keff(-),power(W),flux0,flux1(m-2s-1),TFuel_Max,Avg,Min,TCladding_Max,Avg,Min,TCoolant_Max,Avg,Min(K)
364.8012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
365.3012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
365.8012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
366.3012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
366.8012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
367.3012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
367.8012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
368.3012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
368.8012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
369.3012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
369.8012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
370.3012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
370.8012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
371.3012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
371.8012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
372.3012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
372.8012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
373.3012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
373.8012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
374.3012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
374.8012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
375.3012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
375.8012615,1.00346,1.0559e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
376.3012615,1.00346,1.0559e+07,5.1599e+06,5.3987e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
376.8012615,1.00346,1.0559e+07,5.1599e+06,5.3987e+06,1263,811.68,601,719.94,650.18,600.19,690.72,630.06,600.02
377.3012615,1.00346,1.0559e+07,5.1599e+06,5.3987e+06,1263,811.69,601,719.94,650.18,600.19,690.72,630.06,600.02
377.8012615,1.00346,1.0559e+07,5.1599e+06,5.3987e+06,1263,811.69,601,719.94,650.18,600.19,690.72,630.06,600.02
378.3012615,1.00346,1.0559e+07,5.1599e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
378.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
379.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
379.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
380.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
380.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
381.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
381.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
382.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
382.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
383.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
383.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
384.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
384.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
385.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
385.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
386.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
386.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
387.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
387.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
388.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
388.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
389.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
389.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
390.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
390.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
391.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
391.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
392.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
392.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
393.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
393.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
394.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
394.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
395.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
395.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
396.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
396.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263.1,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
397.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263.1,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
397.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263.1,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
398.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263.1,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
398.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263.1,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
399.3012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263.1,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
399.8012615,1.00346,1.0559e+07,5.16e+06,5.3987e+06,1263.1,811.69,601,719.94,650.19,600.19,690.72,630.06,600.02
