time(s),keff(-),power(W),flux0,flux1(m-2s-1),TFuel_Max,Avg,Min,TCladding_Max,Avg,Min,TCoolant_Max,Avg,Min(K)
263.8012615,1.00346,1.0554e+07,5.1577e+06,5.3963e+06,1262.7,811.58,601,719.88,650.16,600.19,690.66,630.04,600.02
264.3012615,1.00346,1.0554e+07,5.1577e+06,5.3964e+06,1262.7,811.58,601,719.88,650.16,600.19,690.67,630.04,600.02
264.8012615,1.00346,1.0554e+07,5.1578e+06,5.3964e+06,1262.7,811.58,601,719.88,650.16,600.19,690.67,630.04,600.02
265.3012615,1.00346,1.0554e+07,5.1578e+06,5.3964e+06,1262.7,811.58,601,719.88,650.16,600.19,690.67,630.04,600.02
265.8012615,1.00346,1.0554e+07,5.1578e+06,5.3964e+06,1262.7,811.58,601,719.88,650.16,600.19,690.67,630.04,600.02
266.3012615,1.00346,1.0554e+07,5.1579e+06,5.3965e+06,1262.7,811.58,601,719.88,650.16,600.19,690.67,630.04,600.02
266.8012615,1.00346,1.0554e+07,5.1579e+06,5.3965e+06,1262.7,811.58,601,719.88,650.16,600.19,690.67,630.04,600.02
267.3012615,1.00346,1.0554e+07,5.1579e+06,5.3965e+06,1262.7,811.59,601,719.88,650.16,600.19,690.67,630.04,600.02
267.8012615,1.00346,1.0554e+07,5.1579e+06,5.3966e+06,1262.7,811.59,601,719.88,650.16,600.19,690.67,630.04,600.02
268.3012615,1.00346,1.0555e+07,5.158e+06,5.3966e+06,1262.7,811.59,601,719.88,650.16,600.19,690.67,630.04,600.02
268.8012615,1.00346,1.0555e+07,5.158e+06,5.3966e+06,1262.7,811.59,601,719.88,650.16,600.19,690.67,630.04,600.02
269.3012615,1.00346,1.0555e+07,5.158e+06,5.3966e+06,1262.7,811.59,601,719.88,650.16,600.19,690.67,630.04,600.02
269.8012615,1.00346,1.0555e+07,5.158e+06,5.3967e+06,1262.8,811.59,601,719.89,650.16,600.19,690.67,630.04,600.02
270.3012615,1.00346,1.0555e+07,5.1581e+06,5.3967e+06,1262.8,811.59,601,719.89,650.16,600.19,690.67,630.04,600.02
270.8012615,1.00346,1.0555e+07,5.1581e+06,5.3967e+06,1262.8,811.59,601,719.89,650.16,600.19,690.67,630.04,600.02
271.3012615,1.00346,1.0555e+07,5.1581e+06,5.3967e+06,1262.8,811.6,601,719.89,650.16,600.19,690.67,630.04,600.02
271.8012615,1.00346,1.0555e+07,5.1581e+06,5.3968e+06,1262.8,811.6,601,719.89,650.16,600.19,690.67,630.04,600.02
272.3012615,1.00346,1.0555e+07,5.1582e+06,5.3968e+06,1262.8,811.6,601,719.89,650.16,600.19,690.67,630.04,600.02
272.8012615,1.00346,1.0555e+07,5.1582e+06,5.3968e+06,1262.8,811.6,601,719.89,650.16,600.19,690.68,630.04,600.02
273.3012615,1.00346,1.0555e+07,5.1582e+06,5.3968e+06,1262.8,811.6,601,719.89,650.16,600.19,690.68,630.04,600.02
273.8012615,1.00346,1.0555e+07,5.1582e+06,5.3969e+06,1262.8,811.6,601,719.89,650.16,600.19,690.68,630.04,600.02
274.3012615,1.00346,1.0555e+07,5.1583e+06,5.3969e+06,1262.8,811.6,601,719.89,650.16,600.19,690.68,630.04,600.02
274.8012615,1.00346,1.0555e+07,5.1583e+06,5.3969e+06,1262.8,811.6,601,719.89,650.16,600.19,690.68,630.04,600.02
275.3012615,1.00346,1.0555e+07,5.1583e+06,5.3969e+06,1262.8,811.6,601,719.89,650.17,600.19,690.68,630.05,600.02
275.8012615,1.00346,1.0555e+07,5.1583e+06,5.397e+06,1262.8,811.61,601,719.89,650.17,600.19,690.68,630.05,600.02
276.3012615,1.00346,1.0555e+07,5.1583e+06,5.397e+06,1262.8,811.61,601,719.89,650.17,600.19,690.68,630.05,600.02
276.8012615,1.00346,1.0555e+07,5.1584e+06,5.397e+06,1262.8,811.61,601,719.89,650.17,600.19,690.68,630.05,600.02
277.3012615,1.00346,1.0555e+07,5.1584e+06,5.397e+06,1262.8,811.61,601,719.9,650.17,600.19,690.68,630.05,600.02
277.8012615,1.00346,1.0555e+07,5.1584e+06,5.397e+06,1262.8,811.61,601,719.9,650.17,600.19,690.68,630.05,600.02
278.3012615,1.00346,1.0555e+07,5.1584e+06,5.3971e+06,1262.8,811.61,601,719.9,650.17,600.19,690.68,630.05,600.02
278.8012615,1.00346,1.0556e+07,5.1584e+06,5.3971e+06,1262.8,811.61,601,719.9,650.17,600.19,690.68,630.05,600.02
279.3012615,1.00346,1.0556e+07,5.1585e+06,5.3971e+06,1262.8,811.61,601,719.9,650.17,600.19,690.68,630.05,600.02
279.8012615,1.00346,1.0556e+07,5.1585e+06,5.3971e+06,1262.8,811.61,601,719.9,650.17,600.19,690.68,630.05,600.02
280.3012615,1.00346,1.0556e+07,5.1585e+06,5.3971e+06,1262.8,811.61,601,719.9,650.17,600.19,690.68,630.05,600.02
280.8012615,1.00346,1.0556e+07,5.1585e+06,5.3972e+06,1262.8,811.62,601,719.9,650.17,600.19,690.68,630.05,600.02
281.3012615,1.00346,1.0556e+07,5.1585e+06,5.3972e+06,1262.8,811.62,601,719.9,650.17,600.19,690.68,630.05,600.02
281.8012615,1.00346,1.0556e+07,5.1586e+06,5.3972e+06,1262.8,811.62,601,719.9,650.17,600.19,690.68,630.05,600.02
282.3012615,1.00346,1.0556e+07,5.1586e+06,5.3972e+06,1262.8,811.62,601,719.9,650.17,600.19,690.68,630.05,600.02
282.8012615,1.00346,1.0556e+07,5.1586e+06,5.3972e+06,1262.8,811.62,601,719.9,650.17,600.19,690.69,630.05,600.02
283.3012615,1.00346,1.0556e+07,5.1586e+06,5.3973e+06,1262.8,811.62,601,719.9,650.17,600.19,690.69,630.05,600.02
283.8012615,1.00346,1.0556e+07,5.1586e+06,5.3973e+06,1262.8,811.62,601,719.9,650.17,600.19,690.69,630.05,600.02
284.3012615,1.00346,1.0556e+07,5.1586e+06,5.3973e+06,1262.8,811.62,601,719.9,650.17,600.19,690.69,630.05,600.02
284.8012615,1.00346,1.0556e+07,5.1587e+06,5.3973e+06,1262.8,811.62,601,719.9,650.17,600.19,690.69,630.05,600.02
285.3012615,1.00346,1.0556e+07,5.1587e+06,5.3973e+06,1262.8,811.62,601,719.9,650.17,600.19,690.69,630.05,600.02
285.8012615,1.00346,1.0556e+07,5.1587e+06,5.3974e+06,1262.9,811.62,601,719.9,650.17,600.19,690.69,630.05,600.02
286.3012615,1.00346,1.0556e+07,5.1587e+06,5.3974e+06,1262.9,811.63,601,719.9,650.17,600.19,690.69,630.05,600.02
286.8012615,1.00346,1.0556e+07,5.1587e+06,5.3974e+06,1262.9,811.63,601,719.91,650.17,600.19,690.69,630.05,600.02
287.3012615,1.00346,1.0556e+07,5.1587e+06,5.3974e+06,1262.9,811.63,601,719.91,650.17,600.19,690.69,630.05,600.02
287.8012615,1.00346,1.0556e+07,5.1588e+06,5.3974e+06,1262.9,811.63,601,719.91,650.17,600.19,690.69,630.05,600.02
288.3012615,1.00346,1.0556e+07,5.1588e+06,5.3974e+06,1262.9,811.63,601,719.91,650.17,600.19,690.69,630.05,600.02
288.8012615,1.00346,1.0556e+07,5.1588e+06,5.3975e+06,1262.9,811.63,601,719.91,650.17,600.19,690.69,630.05,600.02
289.3012615,1.00346,1.0556e+07,5.1588e+06,5.3975e+06,1262.9,811.63,601,719.91,650.17,600.19,690.69,630.05,600.02
289.8012615,1.00346,1.0556e+07,5.1588e+06,5.3975e+06,1262.9,811.63,601,719.91,650.17,600.19,690.69,630.05,600.02
290.3012615,1.00346,1.0556e+07,5.1588e+06,5.3975e+06,1262.9,811.63,601,719.91,650.17,600.19,690.69,630.05,600.02
290.8012615,1.00346,1.0556e+07,5.1589e+06,5.3975e+06,1262.9,811.63,601,719.91,650.17,600.19,690.69,630.05,600.02
291.3012615,1.00346,1.0556e+07,5.1589e+06,5.3975e+06,1262.9,811.63,601,719.91,650.17,600.19,690.69,630.05,600.02
291.8012615,1.00346,1.0556e+07,5.1589e+06,5.3975e+06,1262.9,811.63,601,719.91,650.17,600.19,690.69,630.05,600.02
292.3012615,1.00346,1.0556e+07,5.1589e+06,5.3976e+06,1262.9,811.63,601,719.91,650.17,600.19,690.69,630.05,600.02
292.8012615,1.00346,1.0556e+07,5.1589e+06,5.3976e+06,1262.9,811.63,601,719.91,650.17,600.19,690.69,630.05,600.02
293.3012615,1.00346,1.0557e+07,5.1589e+06,5.3976e+06,1262.9,811.64,601,719.91,650.17,600.19,690.69,630.05,600.02
293.8012615,1.00346,1.0557e+07,5.1589e+06,5.3976e+06,1262.9,811.64,601,719.91,650.17,600.19,690.69,630.05,600.02
294.3012615,1.00346,1.0557e+07,5.159e+06,5.3976e+06,1262.9,811.64,601,719.91,650.17,600.19,690.69,630.05,600.02
294.8012615,1.00346,1.0557e+07,5.159e+06,5.3976e+06,1262.9,811.64,601,719.91,650.17,600.19,690.69,630.05,600.02
295.3012615,1.00346,1.0557e+07,5.159e+06,5.3976e+06,1262.9,811.64,601,719.91,650.17,600.19,690.69,630.05,600.02
295.8012615,1.00346,1.0557e+07,5.159e+06,5.3977e+06,1262.9,811.64,601,719.91,650.17,600.19,690.69,630.05,600.02
296.3012615,1.00346,1.0557e+07,5.159e+06,5.3977e+06,1262.9,811.64,601,719.91,650.17,600.19,690.69,630.05,600.02
296.8012615,1.00346,1.0557e+07,5.159e+06,5.3977e+06,1262.9,811.64,601,719.91,650.17,600.19,690.69,630.05,600.02
297.3012615,1.00346,1.0557e+07,5.159e+06,5.3977e+06,1262.9,811.64,601,719.91,650.17,600.19,690.7,630.05,600.02
297.8012615,1.00346,1.0557e+07,5.159e+06,5.3977e+06,1262.9,811.64,601,719.91,650.17,600.19,690.7,630.05,600.02
298.3012615,1.00346,1.0557e+07,5.1591e+06,5.3977e+06,1262.9,811.64,601,719.91,650.17,600.19,690.7,630.05,600.02
298.8012615,1.00346,1.0557e+07,5.1591e+06,5.3977e+06,1262.9,811.64,601,719.92,650.17,600.19,690.7,630.05,600.02
299.3012615,1.00346,1.0557e+07,5.1591e+06,5.3978e+06,1262.9,811.64,601,719.92,650.17,600.19,690.7,630.05,600.02
299.8012615,1.00346,1.0557e+07,5.1591e+06,5.3978e+06,1262.9,811.64,601,719.92,650.17,600.19,690.7,630.05,600.02
300.3012615,1.00346,1.0557e+07,5.1591e+06,5.3978e+06,1262.9,811.64,601,719.92,650.18,600.19,690.7,630.05,600.02
300.8012615,1.00346,1.0557e+07,5.1591e+06,5.3978e+06,1262.9,811.64,601,719.92,650.18,600.19,690.7,630.05,600.02
301.3012615,1.00346,1.0557e+07,5.1591e+06,5.3978e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
301.8012615,1.00346,1.0557e+07,5.1591e+06,5.3978e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
302.3012615,1.00346,1.0557e+07,5.1592e+06,5.3978e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
302.8012615,1.00346,1.0557e+07,5.1592e+06,5.3978e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
303.3012615,1.00346,1.0557e+07,5.1592e+06,5.3978e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
303.8012615,1.00346,1.0557e+07,5.1592e+06,5.3979e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
304.3012615,1.00346,1.0557e+07,5.1592e+06,5.3979e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
304.8012615,1.00346,1.0557e+07,5.1592e+06,5.3979e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
305.3012615,1.00346,1.0557e+07,5.1592e+06,5.3979e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
305.8012615,1.00346,1.0557e+07,5.1592e+06,5.3979e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
306.3012615,1.00346,1.0557e+07,5.1592e+06,5.3979e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
306.8012615,1.00346,1.0557e+07,5.1592e+06,5.3979e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
307.3012615,1.00346,1.0557e+07,5.1593e+06,5.3979e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
307.8012615,1.00346,1.0557e+07,5.1593e+06,5.3979e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
308.3012615,1.00346,1.0557e+07,5.1593e+06,5.398e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
308.8012615,1.00346,1.0557e+07,5.1593e+06,5.398e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
309.3012615,1.00346,1.0557e+07,5.1593e+06,5.398e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
309.8012615,1.00346,1.0557e+07,5.1593e+06,5.398e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
310.3012615,1.00346,1.0557e+07,5.1593e+06,5.398e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
310.8012615,1.00346,1.0557e+07,5.1593e+06,5.398e+06,1262.9,811.65,601,719.92,650.18,600.19,690.7,630.05,600.02
311.3012615,1.00346,1.0557e+07,5.1593e+06,5.398e+06,1262.9,811.66,601,719.92,650.18,600.19,690.7,630.05,600.02
311.8012615,1.00346,1.0557e+07,5.1593e+06,5.398e+06,1262.9,811.66,601,719.92,650.18,600.19,690.7,630.05,600.02
312.3012615,1.00346,1.0557e+07,5.1593e+06,5.398e+06,1263,811.66,601,719.92,650.18,600.19,690.7,630.05,600.02
312.8012615,1.00346,1.0557e+07,5.1594e+06,5.398e+06,1263,811.66,601,719.92,650.18,600.19,690.7,630.05,600.02
313.3012615,1.00346,1.0557e+07,5.1594e+06,5.398e+06,1263,811.66,601,719.92,650.18,600.19,690.7,630.05,600.02
313.8012615,1.00346,1.0557e+07,5.1594e+06,5.3981e+06,1263,811.66,601,719.92,650.18,600.19,690.7,630.05,600.02
314.3012615,1.00346,1.0557e+07,5.1594e+06,5.3981e+06,1263,811.66,601,719.92,650.18,600.19,690.7,630.05,600.02
314.8012615,1.00346,1.0557e+07,5.1594e+06,5.3981e+06,1263,811.66,601,719.92,650.18,600.19,690.7,630.05,600.02
315.3012615,1.00346,1.0557e+07,5.1594e+06,5.3981e+06,1263,811.66,601,719.92,650.18,600.19,690.7,630.05,600.02
315.8012615,1.00346,1.0557e+07,5.1594e+06,5.3981e+06,1263,811.66,601,719.92,650.18,600.19,690.7,630.05,600.02
316.3012615,1.00346,1.0558e+07,5.1594e+06,5.3981e+06,1263,811.66,601,719.92,650.18,600.19,690.7,630.05,600.02
316.8012615,1.00346,1.0558e+07,5.1594e+06,5.3981e+06,1263,811.66,601,719.93,650.18,600.19,690.7,630.05,600.02
317.3012615,1.00346,1.0558e+07,5.1594e+06,5.3981e+06,1263,811.66,601,719.93,650.18,600.19,690.7,630.05,600.02
317.8012615,1.00346,1.0558e+07,5.1594e+06,5.3981e+06,1263,811.66,601,719.93,650.18,600.19,690.7,630.05,600.02
318.3012615,1.00346,1.0558e+07,5.1594e+06,5.3981e+06,1263,811.66,601,719.93,650.18,600.19,690.7,630.05,600.02
318.8012615,1.00346,1.0558e+07,5.1595e+06,5.3981e+06,1263,811.66,601,719.93,650.18,600.19,690.7,630.05,600.02
319.3012615,1.00346,1.0558e+07,5.1595e+06,5.3981e+06,1263,811.66,601,719.93,650.18,600.19,690.7,630.05,600.02
319.8012615,1.00346,1.0558e+07,5.1595e+06,5.3982e+06,1263,811.66,601,719.93,650.18,600.19,690.71,630.05,600.02
320.3012615,1.00346,1.0558e+07,5.1595e+06,5.3982e+06,1263,811.66,601,719.93,650.18,600.19,690.71,630.05,600.02
320.8012615,1.00346,1.0558e+07,5.1595e+06,5.3982e+06,1263,811.66,601,719.93,650.18,600.19,690.71,630.05,600.02
321.3012615,1.00346,1.0558e+07,5.1595e+06,5.3982e+06,1263,811.66,601,719.93,650.18,600.19,690.71,630.05,600.02
321.8012615,1.00346,1.0558e+07,5.1595e+06,5.3982e+06,1263,811.66,601,719.93,650.18,600.19,690.71,630.05,600.02
322.3012615,1.00346,1.0558e+07,5.1595e+06,5.3982e+06,1263,811.66,601,719.93,650.18,600.19,690.71,630.05,600.02
322.8012615,1.00346,1.0558e+07,5.1595e+06,5.3982e+06,1263,811.66,601,719.93,650.18,600.19,690.71,630.05,600.02
323.3012615,1.00346,1.0558e+07,5.1595e+06,5.3982e+06,1263,811.66,601,719.93,650.18,600.19,690.71,630.05,600.02
323.8012615,1.00346,1.0558e+07,5.1595e+06,5.3982e+06,1263,811.66,601,719.93,650.18,600.19,690.71,630.05,600.02
324.3012615,1.00346,1.0558e+07,5.1595e+06,5.3982e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
324.8012615,1.00346,1.0558e+07,5.1595e+06,5.3982e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
325.3012615,1.00346,1.0558e+07,5.1595e+06,5.3982e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
325.8012615,1.00346,1.0558e+07,5.1596e+06,5.3982e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
326.3012615,1.00346,1.0558e+07,5.1596e+06,5.3982e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
326.8012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
327.3012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
327.8012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
328.3012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
328.8012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
329.3012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
329.8012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
330.3012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
330.8012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
331.3012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
331.8012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
332.3012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
332.8012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
333.3012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
333.8012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
334.3012615,1.00346,1.0558e+07,5.1596e+06,5.3983e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.05,600.02
334.8012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
335.3012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
335.8012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
336.3012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
336.8012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
337.3012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
337.8012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
338.3012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
338.8012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
339.3012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
339.8012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
340.3012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
340.8012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
341.3012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
341.8012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
342.3012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
342.8012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.67,601,719.93,650.18,600.19,690.71,630.06,600.02
343.3012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.68,601,719.93,650.18,600.19,690.71,630.06,600.02
343.8012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.68,601,719.93,650.18,600.19,690.71,630.06,600.02
344.3012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.68,601,719.93,650.18,600.19,690.71,630.06,600.02
344.8012615,1.00346,1.0558e+07,5.1597e+06,5.3984e+06,1263,811.68,601,719.93,650.18,600.19,690.71,630.06,600.02
345.3012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.93,650.18,600.19,690.71,630.06,600.02
345.8012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.93,650.18,600.19,690.71,630.06,600.02
346.3012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.93,650.18,600.19,690.71,630.06,600.02
346.8012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.93,650.18,600.19,690.71,630.06,600.02
347.3012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
347.8012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
348.3012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
348.8012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
349.3012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
349.8012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
350.3012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
350.8012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
351.3012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
351.8012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
352.3012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
352.8012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
353.3012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
353.8012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
354.3012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
354.8012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
355.3012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
355.8012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
356.3012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
356.8012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
357.3012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
357.8012615,1.00346,1.0558e+07,5.1598e+06,5.3985e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
358.3012615,1.00346,1.0558e+07,5.1598e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
358.8012615,1.00346,1.0558e+07,5.1598e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
359.3012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
359.8012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
360.3012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
360.8012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
361.3012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
361.8012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
362.3012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
362.8012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
363.3012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
363.8012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
364.3012615,1.00346,1.0558e+07,5.1599e+06,5.3986e+06,1263,811.68,601,719.94,650.18,600.19,690.71,630.06,600.02
